componente,modulo,grupo_referencia,tipo_prueba,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,correcta,puntaje
Competencias Ciudadanas,Ciencias Sociales,GRP-5,Genérica,Enunciado de la pregunta 756 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 756,Opción B de la pregunta 756,Opción C de la pregunta 756,Opción D de la pregunta 756,B,1.0
Razonamiento Cuantitativo,Administración,GRP-45,Genérica,Enunciado de la pregunta 757 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 757,Opción B de la pregunta 757,Opción C de la pregunta 757,Opción D de la pregunta 757,B,1.0
Razonamiento Cuantitativo,Derecho,GRP-10,Genérica,Enunciado de la pregunta 758 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 758,Opción B de la pregunta 758,Opción C de la pregunta 758,Opción D de la pregunta 758,B,1.0
Competencias Ciudadanas,Arquitectura,GRP-47,Específica,Enunciado de la pregunta 759 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 759,Opción B de la pregunta 759,Opción C de la pregunta 759,Opción D de la pregunta 759,C,1.0
Competencias Ciudadanas,Salud,GRP-38,Genérica,Enunciado de la pregunta 760 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 760,Opción B de la pregunta 760,Opción C de la pregunta 760,Opción D de la pregunta 760,C,1.0
Comunicación Escrita,Derecho,GRP-34,Genérica,Enunciado de la pregunta 761 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 761,Opción B de la pregunta 761,Opción C de la pregunta 761,Opción D de la pregunta 761,B,1.0
Competencias Ciudadanas,Economía,GRP-13,Genérica,Enunciado de la pregunta 762 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 762,Opción B de la pregunta 762,Opción C de la pregunta 762,Opción D de la pregunta 762,C,1.0
Lectura Crítica,Educación,GRP-32,Específica,Enunciado de la pregunta 763 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 763,Opción B de la pregunta 763,Opción C de la pregunta 763,Opción D de la pregunta 763,D,1.0
Inglés,Ingeniería,GRP-41,Genérica,Enunciado de la pregunta 764 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 764,Opción B de la pregunta 764,Opción C de la pregunta 764,Opción D de la pregunta 764,C,1.0
Comunicación Escrita,Educación,GRP-7,Genérica,Enunciado de la pregunta 765 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 765,Opción B de la pregunta 765,Opción C de la pregunta 765,Opción D de la pregunta 765,B,1.0
Lectura Crítica,Educación,GRP-25,Genérica,Enunciado de la pregunta 766 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 766,Opción B de la pregunta 766,Opción C de la pregunta 766,Opción D de la pregunta 766,B,1.0
Razonamiento Cuantitativo,Arquitectura,GRP-49,Específica,Enunciado de la pregunta 767 del componente Razonamiento Cuantitativo y módulo Arquitectura.,Opción A de la pregunta 767,Opción B de la pregunta 767,Opción C de la pregunta 767,Opción D de la pregunta 767,C,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-29,Genérica,Enunciado de la pregunta 768 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 768,Opción B de la pregunta 768,Opción C de la pregunta 768,Opción D de la pregunta 768,C,1.0
Comunicación Escrita,Derecho,GRP-45,Genérica,Enunciado de la pregunta 769 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 769,Opción B de la pregunta 769,Opción C de la pregunta 769,Opción D de la pregunta 769,D,1.0
Inglés,Administración,GRP-47,Específica,Enunciado de la pregunta 770 del componente Inglés y módulo Administración.,Opción A de la pregunta 770,Opción B de la pregunta 770,Opción C de la pregunta 770,Opción D de la pregunta 770,A,1.0
Lectura Crítica,Administración,GRP-29,Genérica,Enunciado de la pregunta 771 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 771,Opción B de la pregunta 771,Opción C de la pregunta 771,Opción D de la pregunta 771,C,1.0
Inglés,Arquitectura,GRP-30,Específica,Enunciado de la pregunta 772 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 772,Opción B de la pregunta 772,Opción C de la pregunta 772,Opción D de la pregunta 772,A,1.0
Competencias Ciudadanas,Educación,GRP-22,Específica,Enunciado de la pregunta 773 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 773,Opción B de la pregunta 773,Opción C de la pregunta 773,Opción D de la pregunta 773,B,1.0
Comunicación Escrita,Derecho,GRP-47,Genérica,Enunciado de la pregunta 774 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 774,Opción B de la pregunta 774,Opción C de la pregunta 774,Opción D de la pregunta 774,D,1.0
Comunicación Escrita,Ciencias Sociales,GRP-4,Específica,Enunciado de la pregunta 775 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 775,Opción B de la pregunta 775,Opción C de la pregunta 775,Opción D de la pregunta 775,B,1.0
Inglés,Educación,GRP-31,Genérica,Enunciado de la pregunta 776 del componente Inglés y módulo Educación.,Opción A de la pregunta 776,Opción B de la pregunta 776,Opción C de la pregunta 776,Opción D de la pregunta 776,B,1.0
Lectura Crítica,Ciencias Sociales,GRP-20,Específica,Enunciado de la pregunta 777 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 777,Opción B de la pregunta 777,Opción C de la pregunta 777,Opción D de la pregunta 777,A,1.0
Inglés,Economía,GRP-3,Genérica,Enunciado de la pregunta 778 del componente Inglés y módulo Economía.,Opción A de la pregunta 778,Opción B de la pregunta 778,Opción C de la pregunta 778,Opción D de la pregunta 778,C,1.0
Comunicación Escrita,Derecho,GRP-36,Específica,Enunciado de la pregunta 779 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 779,Opción B de la pregunta 779,Opción C de la pregunta 779,Opción D de la pregunta 779,D,1.0
Inglés,Ingeniería,GRP-29,Genérica,Enunciado de la pregunta 780 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 780,Opción B de la pregunta 780,Opción C de la pregunta 780,Opción D de la pregunta 780,C,1.0
Inglés,Administración,GRP-10,Genérica,Enunciado de la pregunta 781 del componente Inglés y módulo Administración.,Opción A de la pregunta 781,Opción B de la pregunta 781,Opción C de la pregunta 781,Opción D de la pregunta 781,C,1.0
Competencias Ciudadanas,Derecho,GRP-24,Genérica,Enunciado de la pregunta 782 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 782,Opción B de la pregunta 782,Opción C de la pregunta 782,Opción D de la pregunta 782,C,1.0
Inglés,Administración,GRP-32,Específica,Enunciado de la pregunta 783 del componente Inglés y módulo Administración.,Opción A de la pregunta 783,Opción B de la pregunta 783,Opción C de la pregunta 783,Opción D de la pregunta 783,C,1.0
Comunicación Escrita,Arquitectura,GRP-1,Específica,Enunciado de la pregunta 784 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 784,Opción B de la pregunta 784,Opción C de la pregunta 784,Opción D de la pregunta 784,B,1.0
Lectura Crítica,Administración,GRP-42,Específica,Enunciado de la pregunta 785 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 785,Opción B de la pregunta 785,Opción C de la pregunta 785,Opción D de la pregunta 785,B,1.0
Lectura Crítica,Ciencias Sociales,GRP-7,Genérica,Enunciado de la pregunta 786 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 786,Opción B de la pregunta 786,Opción C de la pregunta 786,Opción D de la pregunta 786,C,1.0
Comunicación Escrita,Ciencias Sociales,GRP-35,Específica,Enunciado de la pregunta 787 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 787,Opción B de la pregunta 787,Opción C de la pregunta 787,Opción D de la pregunta 787,A,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-11,Específica,Enunciado de la pregunta 788 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 788,Opción B de la pregunta 788,Opción C de la pregunta 788,Opción D de la pregunta 788,D,1.0
Inglés,Educación,GRP-8,Específica,Enunciado de la pregunta 789 del componente Inglés y módulo Educación.,Opción A de la pregunta 789,Opción B de la pregunta 789,Opción C de la pregunta 789,Opción D de la pregunta 789,C,1.0
Inglés,Educación,GRP-5,Genérica,Enunciado de la pregunta 790 del componente Inglés y módulo Educación.,Opción A de la pregunta 790,Opción B de la pregunta 790,Opción C de la pregunta 790,Opción D de la pregunta 790,D,1.0
Razonamiento Cuantitativo,Administración,GRP-29,Específica,Enunciado de la pregunta 791 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 791,Opción B de la pregunta 791,Opción C de la pregunta 791,Opción D de la pregunta 791,D,1.0
Competencias Ciudadanas,Ingeniería,GRP-6,Genérica,Enunciado de la pregunta 792 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 792,Opción B de la pregunta 792,Opción C de la pregunta 792,Opción D de la pregunta 792,C,1.0
Competencias Ciudadanas,Ingeniería,GRP-9,Genérica,Enunciado de la pregunta 793 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 793,Opción B de la pregunta 793,Opción C de la pregunta 793,Opción D de la pregunta 793,C,1.0
Competencias Ciudadanas,Economía,GRP-9,Genérica,Enunciado de la pregunta 794 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 794,Opción B de la pregunta 794,Opción C de la pregunta 794,Opción D de la pregunta 794,D,1.0
Competencias Ciudadanas,Educación,GRP-49,Específica,Enunciado de la pregunta 795 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 795,Opción B de la pregunta 795,Opción C de la pregunta 795,Opción D de la pregunta 795,C,1.0
Lectura Crítica,Ingeniería,GRP-17,Específica,Enunciado de la pregunta 796 del componente Lectura Crítica y módulo Ingeniería.,Opción A de la pregunta 796,Opción B de la pregunta 796,Opción C de la pregunta 796,Opción D de la pregunta 796,C,1.0
Lectura Crítica,Economía,GRP-31,Genérica,Enunciado de la pregunta 797 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 797,Opción B de la pregunta 797,Opción C de la pregunta 797,Opción D de la pregunta 797,C,1.0
Razonamiento Cuantitativo,Salud,GRP-49,Genérica,Enunciado de la pregunta 798 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 798,Opción B de la pregunta 798,Opción C de la pregunta 798,Opción D de la pregunta 798,A,1.0
Inglés,Educación,GRP-49,Genérica,Enunciado de la pregunta 799 del componente Inglés y módulo Educación.,Opción A de la pregunta 799,Opción B de la pregunta 799,Opción C de la pregunta 799,Opción D de la pregunta 799,C,1.0
Comunicación Escrita,Derecho,GRP-44,Específica,Enunciado de la pregunta 800 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 800,Opción B de la pregunta 800,Opción C de la pregunta 800,Opción D de la pregunta 800,D,1.0
Comunicación Escrita,Salud,GRP-30,Específica,Enunciado de la pregunta 801 del componente Comunicación Escrita y módulo Salud.,Opción A de la pregunta 801,Opción B de la pregunta 801,Opción C de la pregunta 801,Opción D de la pregunta 801,B,1.0
Competencias Ciudadanas,Arquitectura,GRP-41,Específica,Enunciado de la pregunta 802 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 802,Opción B de la pregunta 802,Opción C de la pregunta 802,Opción D de la pregunta 802,A,1.0
Competencias Ciudadanas,Ingeniería,GRP-29,Específica,Enunciado de la pregunta 803 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 803,Opción B de la pregunta 803,Opción C de la pregunta 803,Opción D de la pregunta 803,B,1.0
Lectura Crítica,Economía,GRP-40,Específica,Enunciado de la pregunta 804 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 804,Opción B de la pregunta 804,Opción C de la pregunta 804,Opción D de la pregunta 804,A,1.0
Comunicación Escrita,Economía,GRP-39,Específica,Enunciado de la pregunta 805 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 805,Opción B de la pregunta 805,Opción C de la pregunta 805,Opción D de la pregunta 805,D,1.0
Comunicación Escrita,Salud,GRP-44,Genérica,Enunciado de la pregunta 806 del componente Comunicación Escrita y módulo Salud.,Opción A de la pregunta 806,Opción B de la pregunta 806,Opción C de la pregunta 806,Opción D de la pregunta 806,B,1.0
Lectura Crítica,Arquitectura,GRP-18,Genérica,Enunciado de la pregunta 807 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 807,Opción B de la pregunta 807,Opción C de la pregunta 807,Opción D de la pregunta 807,C,1.0
Razonamiento Cuantitativo,Salud,GRP-37,Genérica,Enunciado de la pregunta 808 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 808,Opción B de la pregunta 808,Opción C de la pregunta 808,Opción D de la pregunta 808,B,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-49,Específica,Enunciado de la pregunta 809 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 809,Opción B de la pregunta 809,Opción C de la pregunta 809,Opción D de la pregunta 809,D,1.0
Inglés,Educación,GRP-28,Genérica,Enunciado de la pregunta 810 del componente Inglés y módulo Educación.,Opción A de la pregunta 810,Opción B de la pregunta 810,Opción C de la pregunta 810,Opción D de la pregunta 810,A,1.0
Comunicación Escrita,Economía,GRP-12,Específica,Enunciado de la pregunta 811 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 811,Opción B de la pregunta 811,Opción C de la pregunta 811,Opción D de la pregunta 811,B,1.0
Competencias Ciudadanas,Arquitectura,GRP-11,Genérica,Enunciado de la pregunta 812 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 812,Opción B de la pregunta 812,Opción C de la pregunta 812,Opción D de la pregunta 812,C,1.0
Razonamiento Cuantitativo,Salud,GRP-34,Genérica,Enunciado de la pregunta 813 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 813,Opción B de la pregunta 813,Opción C de la pregunta 813,Opción D de la pregunta 813,C,1.0
Inglés,Educación,GRP-45,Genérica,Enunciado de la pregunta 814 del componente Inglés y módulo Educación.,Opción A de la pregunta 814,Opción B de la pregunta 814,Opción C de la pregunta 814,Opción D de la pregunta 814,B,1.0
Comunicación Escrita,Arquitectura,GRP-33,Específica,Enunciado de la pregunta 815 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 815,Opción B de la pregunta 815,Opción C de la pregunta 815,Opción D de la pregunta 815,C,1.0
Inglés,Economía,GRP-15,Genérica,Enunciado de la pregunta 816 del componente Inglés y módulo Economía.,Opción A de la pregunta 816,Opción B de la pregunta 816,Opción C de la pregunta 816,Opción D de la pregunta 816,B,1.0
Lectura Crítica,Administración,GRP-34,Específica,Enunciado de la pregunta 817 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 817,Opción B de la pregunta 817,Opción C de la pregunta 817,Opción D de la pregunta 817,D,1.0
Comunicación Escrita,Educación,GRP-21,Genérica,Enunciado de la pregunta 818 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 818,Opción B de la pregunta 818,Opción C de la pregunta 818,Opción D de la pregunta 818,C,1.0
Inglés,Salud,GRP-19,Genérica,Enunciado de la pregunta 819 del componente Inglés y módulo Salud.,Opción A de la pregunta 819,Opción B de la pregunta 819,Opción C de la pregunta 819,Opción D de la pregunta 819,C,1.0
Lectura Crítica,Educación,GRP-44,Genérica,Enunciado de la pregunta 820 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 820,Opción B de la pregunta 820,Opción C de la pregunta 820,Opción D de la pregunta 820,B,1.0
Inglés,Derecho,GRP-9,Genérica,Enunciado de la pregunta 821 del componente Inglés y módulo Derecho.,Opción A de la pregunta 821,Opción B de la pregunta 821,Opción C de la pregunta 821,Opción D de la pregunta 821,A,1.0
Inglés,Ciencias Sociales,GRP-12,Específica,Enunciado de la pregunta 822 del componente Inglés y módulo Ciencias Sociales.,Opción A de la pregunta 822,Opción B de la pregunta 822,Opción C de la pregunta 822,Opción D de la pregunta 822,A,1.0
Competencias Ciudadanas,Educación,GRP-42,Genérica,Enunciado de la pregunta 823 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 823,Opción B de la pregunta 823,Opción C de la pregunta 823,Opción D de la pregunta 823,A,1.0
Inglés,Salud,GRP-19,Genérica,Enunciado de la pregunta 824 del componente Inglés y módulo Salud.,Opción A de la pregunta 824,Opción B de la pregunta 824,Opción C de la pregunta 824,Opción D de la pregunta 824,A,1.0
Razonamiento Cuantitativo,Administración,GRP-30,Genérica,Enunciado de la pregunta 825 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 825,Opción B de la pregunta 825,Opción C de la pregunta 825,Opción D de la pregunta 825,A,1.0
Inglés,Ingeniería,GRP-22,Específica,Enunciado de la pregunta 826 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 826,Opción B de la pregunta 826,Opción C de la pregunta 826,Opción D de la pregunta 826,C,1.0
Comunicación Escrita,Administración,GRP-34,Genérica,Enunciado de la pregunta 827 del componente Comunicación Escrita y módulo Administración.,Opción A de la pregunta 827,Opción B de la pregunta 827,Opción C de la pregunta 827,Opción D de la pregunta 827,B,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-4,Genérica,Enunciado de la pregunta 828 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 828,Opción B de la pregunta 828,Opción C de la pregunta 828,Opción D de la pregunta 828,C,1.0
Competencias Ciudadanas,Salud,GRP-49,Genérica,Enunciado de la pregunta 829 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 829,Opción B de la pregunta 829,Opción C de la pregunta 829,Opción D de la pregunta 829,D,1.0
Razonamiento Cuantitativo,Derecho,GRP-23,Genérica,Enunciado de la pregunta 830 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 830,Opción B de la pregunta 830,Opción C de la pregunta 830,Opción D de la pregunta 830,D,1.0
Razonamiento Cuantitativo,Administración,GRP-16,Genérica,Enunciado de la pregunta 831 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 831,Opción B de la pregunta 831,Opción C de la pregunta 831,Opción D de la pregunta 831,A,1.0
Razonamiento Cuantitativo,Economía,GRP-27,Específica,Enunciado de la pregunta 832 del componente Razonamiento Cuantitativo y módulo Economía.,Opción A de la pregunta 832,Opción B de la pregunta 832,Opción C de la pregunta 832,Opción D de la pregunta 832,B,1.0
Competencias Ciudadanas,Arquitectura,GRP-33,Genérica,Enunciado de la pregunta 833 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 833,Opción B de la pregunta 833,Opción C de la pregunta 833,Opción D de la pregunta 833,C,1.0
Lectura Crítica,Educación,GRP-48,Genérica,Enunciado de la pregunta 834 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 834,Opción B de la pregunta 834,Opción C de la pregunta 834,Opción D de la pregunta 834,B,1.0
Razonamiento Cuantitativo,Derecho,GRP-14,Específica,Enunciado de la pregunta 835 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 835,Opción B de la pregunta 835,Opción C de la pregunta 835,Opción D de la pregunta 835,B,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-49,Genérica,Enunciado de la pregunta 836 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 836,Opción B de la pregunta 836,Opción C de la pregunta 836,Opción D de la pregunta 836,B,1.0
Comunicación Escrita,Arquitectura,GRP-45,Genérica,Enunciado de la pregunta 837 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 837,Opción B de la pregunta 837,Opción C de la pregunta 837,Opción D de la pregunta 837,D,1.0
Comunicación Escrita,Derecho,GRP-31,Genérica,Enunciado de la pregunta 838 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 838,Opción B de la pregunta 838,Opción C de la pregunta 838,Opción D de la pregunta 838,B,1.0
Comunicación Escrita,Educación,GRP-4,Genérica,Enunciado de la pregunta 839 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 839,Opción B de la pregunta 839,Opción C de la pregunta 839,Opción D de la pregunta 839,C,1.0
Competencias Ciudadanas,Administración,GRP-19,Genérica,Enunciado de la pregunta 840 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 840,Opción B de la pregunta 840,Opción C de la pregunta 840,Opción D de la pregunta 840,D,1.0
Inglés,Salud,GRP-20,Específica,Enunciado de la pregunta 841 del componente Inglés y módulo Salud.,Opción A de la pregunta 841,Opción B de la pregunta 841,Opción C de la pregunta 841,Opción D de la pregunta 841,D,1.0
Competencias Ciudadanas,Salud,GRP-10,Específica,Enunciado de la pregunta 842 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 842,Opción B de la pregunta 842,Opción C de la pregunta 842,Opción D de la pregunta 842,A,1.0
Comunicación Escrita,Ingeniería,GRP-10,Específica,Enunciado de la pregunta 843 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 843,Opción B de la pregunta 843,Opción C de la pregunta 843,Opción D de la pregunta 843,B,1.0
Razonamiento Cuantitativo,Educación,GRP-18,Específica,Enunciado de la pregunta 844 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 844,Opción B de la pregunta 844,Opción C de la pregunta 844,Opción D de la pregunta 844,C,1.0
Competencias Ciudadanas,Ingeniería,GRP-33,Genérica,Enunciado de la pregunta 845 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 845,Opción B de la pregunta 845,Opción C de la pregunta 845,Opción D de la pregunta 845,D,1.0
Comunicación Escrita,Economía,GRP-2,Específica,Enunciado de la pregunta 846 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 846,Opción B de la pregunta 846,Opción C de la pregunta 846,Opción D de la pregunta 846,C,1.0
Lectura Crítica,Economía,GRP-22,Genérica,Enunciado de la pregunta 847 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 847,Opción B de la pregunta 847,Opción C de la pregunta 847,Opción D de la pregunta 847,A,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-29,Genérica,Enunciado de la pregunta 848 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 848,Opción B de la pregunta 848,Opción C de la pregunta 848,Opción D de la pregunta 848,D,1.0
Comunicación Escrita,Ciencias Sociales,GRP-8,Genérica,Enunciado de la pregunta 849 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 849,Opción B de la pregunta 849,Opción C de la pregunta 849,Opción D de la pregunta 849,D,1.0
Competencias Ciudadanas,Arquitectura,GRP-45,Específica,Enunciado de la pregunta 850 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 850,Opción B de la pregunta 850,Opción C de la pregunta 850,Opción D de la pregunta 850,C,1.0
Comunicación Escrita,Derecho,GRP-27,Genérica,Enunciado de la pregunta 851 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 851,Opción B de la pregunta 851,Opción C de la pregunta 851,Opción D de la pregunta 851,D,1.0
Razonamiento Cuantitativo,Administración,GRP-13,Genérica,Enunciado de la pregunta 852 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 852,Opción B de la pregunta 852,Opción C de la pregunta 852,Opción D de la pregunta 852,D,1.0
Inglés,Derecho,GRP-28,Genérica,Enunciado de la pregunta 853 del componente Inglés y módulo Derecho.,Opción A de la pregunta 853,Opción B de la pregunta 853,Opción C de la pregunta 853,Opción D de la pregunta 853,D,1.0
Lectura Crítica,Ciencias Sociales,GRP-9,Específica,Enunciado de la pregunta 854 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 854,Opción B de la pregunta 854,Opción C de la pregunta 854,Opción D de la pregunta 854,C,1.0
Competencias Ciudadanas,Educación,GRP-28,Genérica,Enunciado de la pregunta 855 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 855,Opción B de la pregunta 855,Opción C de la pregunta 855,Opción D de la pregunta 855,D,1.0
Inglés,Arquitectura,GRP-15,Específica,Enunciado de la pregunta 856 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 856,Opción B de la pregunta 856,Opción C de la pregunta 856,Opción D de la pregunta 856,A,1.0
Razonamiento Cuantitativo,Economía,GRP-47,Genérica,Enunciado de la pregunta 857 del componente Razonamiento Cuantitativo y módulo Economía.,Opción A de la pregunta 857,Opción B de la pregunta 857,Opción C de la pregunta 857,Opción D de la pregunta 857,C,1.0
Razonamiento Cuantitativo,Salud,GRP-47,Específica,Enunciado de la pregunta 858 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 858,Opción B de la pregunta 858,Opción C de la pregunta 858,Opción D de la pregunta 858,A,1.0
Lectura Crítica,Ciencias Sociales,GRP-32,Genérica,Enunciado de la pregunta 859 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 859,Opción B de la pregunta 859,Opción C de la pregunta 859,Opción D de la pregunta 859,D,1.0
Razonamiento Cuantitativo,Educación,GRP-26,Específica,Enunciado de la pregunta 860 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 860,Opción B de la pregunta 860,Opción C de la pregunta 860,Opción D de la pregunta 860,D,1.0
Razonamiento Cuantitativo,Educación,GRP-20,Genérica,Enunciado de la pregunta 861 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 861,Opción B de la pregunta 861,Opción C de la pregunta 861,Opción D de la pregunta 861,B,1.0
Razonamiento Cuantitativo,Derecho,GRP-9,Genérica,Enunciado de la pregunta 862 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 862,Opción B de la pregunta 862,Opción C de la pregunta 862,Opción D de la pregunta 862,C,1.0
Competencias Ciudadanas,Derecho,GRP-40,Genérica,Enunciado de la pregunta 863 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 863,Opción B de la pregunta 863,Opción C de la pregunta 863,Opción D de la pregunta 863,B,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-50,Específica,Enunciado de la pregunta 864 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 864,Opción B de la pregunta 864,Opción C de la pregunta 864,Opción D de la pregunta 864,B,1.0
Lectura Crítica,Salud,GRP-50,Específica,Enunciado de la pregunta 865 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 865,Opción B de la pregunta 865,Opción C de la pregunta 865,Opción D de la pregunta 865,C,1.0
Comunicación Escrita,Ciencias Sociales,GRP-15,Específica,Enunciado de la pregunta 866 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 866,Opción B de la pregunta 866,Opción C de la pregunta 866,Opción D de la pregunta 866,A,1.0
Razonamiento Cuantitativo,Arquitectura,GRP-28,Genérica,Enunciado de la pregunta 867 del componente Razonamiento Cuantitativo y módulo Arquitectura.,Opción A de la pregunta 867,Opción B de la pregunta 867,Opción C de la pregunta 867,Opción D de la pregunta 867,C,1.0
Comunicación Escrita,Ciencias Sociales,GRP-17,Genérica,Enunciado de la pregunta 868 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 868,Opción B de la pregunta 868,Opción C de la pregunta 868,Opción D de la pregunta 868,C,1.0
Lectura Crítica,Derecho,GRP-12,Genérica,Enunciado de la pregunta 869 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 869,Opción B de la pregunta 869,Opción C de la pregunta 869,Opción D de la pregunta 869,C,1.0
