pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 805: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 805,Opción B para pregunta 805,Opción C para pregunta 805,Opción D para pregunta 805,B,Inglés,Ciencias sociales,Específica
"Pregunta 806: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 806,Opción B para pregunta 806,Opción C para pregunta 806,Opción D para pregunta 806,D,Inglés,Educación,Específica
"Pregunta 807: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 807,Opción B para pregunta 807,Opción C para pregunta 807,Opción D para pregunta 807,C,Razonamiento cuantitativo,Salud,Específica
"Pregunta 808: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 808,Opción B para pregunta 808,Opción C para pregunta 808,Opción D para pregunta 808,D,Comunicación escrita,Genérico,Genérica
"Pregunta 809: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 809,Opción B para pregunta 809,Opción C para pregunta 809,Opción D para pregunta 809,C,Comunicación escrita,Genérico,Genérica
"Pregunta 810: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 810,Opción B para pregunta 810,Opción C para pregunta 810,Opción D para pregunta 810,C,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 811: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 811,Opción B para pregunta 811,Opción C para pregunta 811,Opción D para pregunta 811,A,Razonamiento cuantitativo,Administración,Específica
"Pregunta 812: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 812,Opción B para pregunta 812,Opción C para pregunta 812,Opción D para pregunta 812,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 813: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 813,Opción B para pregunta 813,Opción C para pregunta 813,Opción D para pregunta 813,D,Comunicación escrita,Salud,Específica
"Pregunta 814: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 814,Opción B para pregunta 814,Opción C para pregunta 814,Opción D para pregunta 814,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 815: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 815,Opción B para pregunta 815,Opción C para pregunta 815,Opción D para pregunta 815,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 816: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 816,Opción B para pregunta 816,Opción C para pregunta 816,Opción D para pregunta 816,A,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 817: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 817,Opción B para pregunta 817,Opción C para pregunta 817,Opción D para pregunta 817,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 818: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 818,Opción B para pregunta 818,Opción C para pregunta 818,Opción D para pregunta 818,D,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 819: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 819,Opción B para pregunta 819,Opción C para pregunta 819,Opción D para pregunta 819,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 820: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 820,Opción B para pregunta 820,Opción C para pregunta 820,Opción D para pregunta 820,D,Lectura crítica,Genérico,Genérica
"Pregunta 821: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 821,Opción B para pregunta 821,Opción C para pregunta 821,Opción D para pregunta 821,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 822: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 822,Opción B para pregunta 822,Opción C para pregunta 822,Opción D para pregunta 822,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 823: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 823,Opción B para pregunta 823,Opción C para pregunta 823,Opción D para pregunta 823,A,Comunicación escrita,Genérico,Genérica
"Pregunta 824: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 824,Opción B para pregunta 824,Opción C para pregunta 824,Opción D para pregunta 824,C,Comunicación escrita,Salud,Específica
"Pregunta 825: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 825,Opción B para pregunta 825,Opción C para pregunta 825,Opción D para pregunta 825,A,Inglés,Genérico,Genérica
"Pregunta 826: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 826,Opción B para pregunta 826,Opción C para pregunta 826,Opción D para pregunta 826,D,Comunicación escrita,Genérico,Genérica
"Pregunta 827: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 827,Opción B para pregunta 827,Opción C para pregunta 827,Opción D para pregunta 827,D,Lectura crítica,Ciencias sociales,Específica
"Pregunta 828: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 828,Opción B para pregunta 828,Opción C para pregunta 828,Opción D para pregunta 828,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 829: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 829,Opción B para pregunta 829,Opción C para pregunta 829,Opción D para pregunta 829,D,Comunicación escrita,Genérico,Genérica
"Pregunta 830: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 830,Opción B para pregunta 830,Opción C para pregunta 830,Opción D para pregunta 830,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 831: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 831,Opción B para pregunta 831,Opción C para pregunta 831,Opción D para pregunta 831,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 832: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 832,Opción B para pregunta 832,Opción C para pregunta 832,Opción D para pregunta 832,B,Comunicación escrita,Genérico,Genérica
"Pregunta 833: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 833,Opción B para pregunta 833,Opción C para pregunta 833,Opción D para pregunta 833,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 834: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 834,Opción B para pregunta 834,Opción C para pregunta 834,Opción D para pregunta 834,A,Comunicación escrita,Ingeniería,Específica
"Pregunta 835: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 835,Opción B para pregunta 835,Opción C para pregunta 835,Opción D para pregunta 835,A,Lectura crítica,Salud,Específica
"Pregunta 836: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 836,Opción B para pregunta 836,Opción C para pregunta 836,Opción D para pregunta 836,D,Comunicación escrita,Genérico,Genérica
"Pregunta 837: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 837,Opción B para pregunta 837,Opción C para pregunta 837,Opción D para pregunta 837,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 838: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 838,Opción B para pregunta 838,Opción C para pregunta 838,Opción D para pregunta 838,C,Lectura crítica,Genérico,Genérica
"Pregunta 839: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 839,Opción B para pregunta 839,Opción C para pregunta 839,Opción D para pregunta 839,A,Comunicación escrita,Genérico,Genérica
"Pregunta 840: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 840,Opción B para pregunta 840,Opción C para pregunta 840,Opción D para pregunta 840,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 841: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 841,Opción B para pregunta 841,Opción C para pregunta 841,Opción D para pregunta 841,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 842: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 842,Opción B para pregunta 842,Opción C para pregunta 842,Opción D para pregunta 842,D,Lectura crítica,Ciencias sociales,Específica
"Pregunta 843: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 843,Opción B para pregunta 843,Opción C para pregunta 843,Opción D para pregunta 843,A,Lectura crítica,Educación,Específica
"Pregunta 844: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 844,Opción B para pregunta 844,Opción C para pregunta 844,Opción D para pregunta 844,A,Inglés,Administración,Específica
"Pregunta 845: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 845,Opción B para pregunta 845,Opción C para pregunta 845,Opción D para pregunta 845,B,Razonamiento cuantitativo,Educación,Específica
"Pregunta 846: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 846,Opción B para pregunta 846,Opción C para pregunta 846,Opción D para pregunta 846,C,Comunicación escrita,Genérico,Genérica
"Pregunta 847: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 847,Opción B para pregunta 847,Opción C para pregunta 847,Opción D para pregunta 847,C,Competencias ciudadanas,Administración,Específica
"Pregunta 848: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 848,Opción B para pregunta 848,Opción C para pregunta 848,Opción D para pregunta 848,C,Comunicación escrita,Educación,Específica
"Pregunta 849: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 849,Opción B para pregunta 849,Opción C para pregunta 849,Opción D para pregunta 849,B,Lectura crítica,Educación,Específica
"Pregunta 850: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 850,Opción B para pregunta 850,Opción C para pregunta 850,Opción D para pregunta 850,D,Lectura crítica,Ciencias sociales,Específica
"Pregunta 851: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 851,Opción B para pregunta 851,Opción C para pregunta 851,Opción D para pregunta 851,D,Lectura crítica,Genérico,Genérica
"Pregunta 852: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 852,Opción B para pregunta 852,Opción C para pregunta 852,Opción D para pregunta 852,A,Lectura crítica,Genérico,Genérica
"Pregunta 853: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 853,Opción B para pregunta 853,Opción C para pregunta 853,Opción D para pregunta 853,A,Inglés,Ingeniería,Específica
"Pregunta 854: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 854,Opción B para pregunta 854,Opción C para pregunta 854,Opción D para pregunta 854,C,Lectura crítica,Genérico,Genérica
"Pregunta 855: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 855,Opción B para pregunta 855,Opción C para pregunta 855,Opción D para pregunta 855,D,Lectura crítica,Genérico,Genérica
"Pregunta 856: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 856,Opción B para pregunta 856,Opción C para pregunta 856,Opción D para pregunta 856,D,Inglés,Genérico,Genérica
"Pregunta 857: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 857,Opción B para pregunta 857,Opción C para pregunta 857,Opción D para pregunta 857,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 858: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 858,Opción B para pregunta 858,Opción C para pregunta 858,Opción D para pregunta 858,B,Inglés,Genérico,Genérica
"Pregunta 859: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 859,Opción B para pregunta 859,Opción C para pregunta 859,Opción D para pregunta 859,D,Comunicación escrita,Educación,Específica
"Pregunta 860: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 860,Opción B para pregunta 860,Opción C para pregunta 860,Opción D para pregunta 860,A,Comunicación escrita,Genérico,Genérica
"Pregunta 861: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 861,Opción B para pregunta 861,Opción C para pregunta 861,Opción D para pregunta 861,D,Inglés,Genérico,Genérica
"Pregunta 862: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 862,Opción B para pregunta 862,Opción C para pregunta 862,Opción D para pregunta 862,B,Comunicación escrita,Genérico,Genérica
"Pregunta 863: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 863,Opción B para pregunta 863,Opción C para pregunta 863,Opción D para pregunta 863,A,Comunicación escrita,Genérico,Genérica
"Pregunta 864: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 864,Opción B para pregunta 864,Opción C para pregunta 864,Opción D para pregunta 864,A,Comunicación escrita,Genérico,Genérica
"Pregunta 865: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 865,Opción B para pregunta 865,Opción C para pregunta 865,Opción D para pregunta 865,A,Lectura crítica,Salud,Específica
"Pregunta 866: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 866,Opción B para pregunta 866,Opción C para pregunta 866,Opción D para pregunta 866,D,Competencias ciudadanas,Administración,Específica
"Pregunta 867: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 867,Opción B para pregunta 867,Opción C para pregunta 867,Opción D para pregunta 867,B,Lectura crítica,Genérico,Genérica
"Pregunta 868: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 868,Opción B para pregunta 868,Opción C para pregunta 868,Opción D para pregunta 868,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 869: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 869,Opción B para pregunta 869,Opción C para pregunta 869,Opción D para pregunta 869,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 870: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 870,Opción B para pregunta 870,Opción C para pregunta 870,Opción D para pregunta 870,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 871: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 871,Opción B para pregunta 871,Opción C para pregunta 871,Opción D para pregunta 871,B,Inglés,Educación,Específica
"Pregunta 872: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 872,Opción B para pregunta 872,Opción C para pregunta 872,Opción D para pregunta 872,C,Competencias ciudadanas,Administración,Específica
"Pregunta 873: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 873,Opción B para pregunta 873,Opción C para pregunta 873,Opción D para pregunta 873,D,Inglés,Ciencias sociales,Específica
"Pregunta 874: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 874,Opción B para pregunta 874,Opción C para pregunta 874,Opción D para pregunta 874,A,Comunicación escrita,Salud,Específica
"Pregunta 875: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 875,Opción B para pregunta 875,Opción C para pregunta 875,Opción D para pregunta 875,D,Lectura crítica,Genérico,Genérica
"Pregunta 876: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 876,Opción B para pregunta 876,Opción C para pregunta 876,Opción D para pregunta 876,A,Competencias ciudadanas,Salud,Específica
"Pregunta 877: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 877,Opción B para pregunta 877,Opción C para pregunta 877,Opción D para pregunta 877,B,Comunicación escrita,Genérico,Genérica
"Pregunta 878: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 878,Opción B para pregunta 878,Opción C para pregunta 878,Opción D para pregunta 878,B,Inglés,Educación,Específica
"Pregunta 879: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 879,Opción B para pregunta 879,Opción C para pregunta 879,Opción D para pregunta 879,A,Inglés,Ingeniería,Específica
"Pregunta 880: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 880,Opción B para pregunta 880,Opción C para pregunta 880,Opción D para pregunta 880,D,Lectura crítica,Ingeniería,Específica
"Pregunta 881: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 881,Opción B para pregunta 881,Opción C para pregunta 881,Opción D para pregunta 881,D,Inglés,Genérico,Genérica
"Pregunta 882: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 882,Opción B para pregunta 882,Opción C para pregunta 882,Opción D para pregunta 882,B,Lectura crítica,Ingeniería,Específica
"Pregunta 883: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 883,Opción B para pregunta 883,Opción C para pregunta 883,Opción D para pregunta 883,A,Lectura crítica,Genérico,Genérica
"Pregunta 884: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 884,Opción B para pregunta 884,Opción C para pregunta 884,Opción D para pregunta 884,C,Comunicación escrita,Genérico,Genérica
"Pregunta 885: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 885,Opción B para pregunta 885,Opción C para pregunta 885,Opción D para pregunta 885,D,Lectura crítica,Salud,Específica
"Pregunta 886: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 886,Opción B para pregunta 886,Opción C para pregunta 886,Opción D para pregunta 886,A,Lectura crítica,Educación,Específica
"Pregunta 887: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 887,Opción B para pregunta 887,Opción C para pregunta 887,Opción D para pregunta 887,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 888: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 888,Opción B para pregunta 888,Opción C para pregunta 888,Opción D para pregunta 888,A,Comunicación escrita,Genérico,Genérica
"Pregunta 889: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 889,Opción B para pregunta 889,Opción C para pregunta 889,Opción D para pregunta 889,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 890: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 890,Opción B para pregunta 890,Opción C para pregunta 890,Opción D para pregunta 890,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 891: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 891,Opción B para pregunta 891,Opción C para pregunta 891,Opción D para pregunta 891,D,Inglés,Ciencias sociales,Específica
"Pregunta 892: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 892,Opción B para pregunta 892,Opción C para pregunta 892,Opción D para pregunta 892,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 893: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 893,Opción B para pregunta 893,Opción C para pregunta 893,Opción D para pregunta 893,B,Lectura crítica,Ciencias sociales,Específica
"Pregunta 894: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 894,Opción B para pregunta 894,Opción C para pregunta 894,Opción D para pregunta 894,B,Lectura crítica,Genérico,Genérica
"Pregunta 895: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 895,Opción B para pregunta 895,Opción C para pregunta 895,Opción D para pregunta 895,D,Competencias ciudadanas,Educación,Específica
"Pregunta 896: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 896,Opción B para pregunta 896,Opción C para pregunta 896,Opción D para pregunta 896,A,Lectura crítica,Genérico,Genérica
"Pregunta 897: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 897,Opción B para pregunta 897,Opción C para pregunta 897,Opción D para pregunta 897,B,Comunicación escrita,Educación,Específica
"Pregunta 898: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 898,Opción B para pregunta 898,Opción C para pregunta 898,Opción D para pregunta 898,A,Competencias ciudadanas,Educación,Específica
"Pregunta 899: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 899,Opción B para pregunta 899,Opción C para pregunta 899,Opción D para pregunta 899,A,Lectura crítica,Educación,Específica
"Pregunta 900: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 900,Opción B para pregunta 900,Opción C para pregunta 900,Opción D para pregunta 900,B,Inglés,Genérico,Genérica
"Pregunta 901: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 901,Opción B para pregunta 901,Opción C para pregunta 901,Opción D para pregunta 901,C,Inglés,Genérico,Genérica
"Pregunta 902: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 902,Opción B para pregunta 902,Opción C para pregunta 902,Opción D para pregunta 902,A,Inglés,Genérico,Genérica
"Pregunta 903: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 903,Opción B para pregunta 903,Opción C para pregunta 903,Opción D para pregunta 903,C,Comunicación escrita,Ingeniería,Específica
"Pregunta 904: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 904,Opción B para pregunta 904,Opción C para pregunta 904,Opción D para pregunta 904,C,Comunicación escrita,Genérico,Genérica
"Pregunta 905: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 905,Opción B para pregunta 905,Opción C para pregunta 905,Opción D para pregunta 905,C,Inglés,Ciencias sociales,Específica
"Pregunta 906: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 906,Opción B para pregunta 906,Opción C para pregunta 906,Opción D para pregunta 906,D,Comunicación escrita,Genérico,Genérica
"Pregunta 907: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 907,Opción B para pregunta 907,Opción C para pregunta 907,Opción D para pregunta 907,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 908: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 908,Opción B para pregunta 908,Opción C para pregunta 908,Opción D para pregunta 908,B,Inglés,Ciencias sociales,Específica
"Pregunta 909: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 909,Opción B para pregunta 909,Opción C para pregunta 909,Opción D para pregunta 909,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 910: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 910,Opción B para pregunta 910,Opción C para pregunta 910,Opción D para pregunta 910,C,Inglés,Genérico,Genérica
"Pregunta 911: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 911,Opción B para pregunta 911,Opción C para pregunta 911,Opción D para pregunta 911,C,Comunicación escrita,Genérico,Genérica
"Pregunta 912: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 912,Opción B para pregunta 912,Opción C para pregunta 912,Opción D para pregunta 912,A,Lectura crítica,Genérico,Genérica
"Pregunta 913: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 913,Opción B para pregunta 913,Opción C para pregunta 913,Opción D para pregunta 913,C,Lectura crítica,Genérico,Genérica
"Pregunta 914: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 914,Opción B para pregunta 914,Opción C para pregunta 914,Opción D para pregunta 914,B,Comunicación escrita,Genérico,Genérica
"Pregunta 915: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 915,Opción B para pregunta 915,Opción C para pregunta 915,Opción D para pregunta 915,C,Lectura crítica,Genérico,Genérica
"Pregunta 916: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 916,Opción B para pregunta 916,Opción C para pregunta 916,Opción D para pregunta 916,A,Lectura crítica,Genérico,Genérica
"Pregunta 917: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 917,Opción B para pregunta 917,Opción C para pregunta 917,Opción D para pregunta 917,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 918: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 918,Opción B para pregunta 918,Opción C para pregunta 918,Opción D para pregunta 918,A,Comunicación escrita,Administración,Específica
"Pregunta 919: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 919,Opción B para pregunta 919,Opción C para pregunta 919,Opción D para pregunta 919,D,Inglés,Ingeniería,Específica
"Pregunta 920: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 920,Opción B para pregunta 920,Opción C para pregunta 920,Opción D para pregunta 920,A,Comunicación escrita,Ingeniería,Específica
"Pregunta 921: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 921,Opción B para pregunta 921,Opción C para pregunta 921,Opción D para pregunta 921,A,Inglés,Genérico,Genérica
"Pregunta 922: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 922,Opción B para pregunta 922,Opción C para pregunta 922,Opción D para pregunta 922,C,Lectura crítica,Administración,Específica
"Pregunta 923: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 923,Opción B para pregunta 923,Opción C para pregunta 923,Opción D para pregunta 923,D,Razonamiento cuantitativo,Administración,Específica
"Pregunta 924: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 924,Opción B para pregunta 924,Opción C para pregunta 924,Opción D para pregunta 924,C,Lectura crítica,Ciencias sociales,Específica
"Pregunta 925: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 925,Opción B para pregunta 925,Opción C para pregunta 925,Opción D para pregunta 925,D,Comunicación escrita,Genérico,Genérica
"Pregunta 926: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 926,Opción B para pregunta 926,Opción C para pregunta 926,Opción D para pregunta 926,C,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 927: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 927,Opción B para pregunta 927,Opción C para pregunta 927,Opción D para pregunta 927,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 928: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 928,Opción B para pregunta 928,Opción C para pregunta 928,Opción D para pregunta 928,D,Lectura crítica,Genérico,Genérica
"Pregunta 929: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 929,Opción B para pregunta 929,Opción C para pregunta 929,Opción D para pregunta 929,B,Inglés,Ciencias sociales,Específica
"Pregunta 930: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 930,Opción B para pregunta 930,Opción C para pregunta 930,Opción D para pregunta 930,B,Comunicación escrita,Salud,Específica
"Pregunta 931: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 931,Opción B para pregunta 931,Opción C para pregunta 931,Opción D para pregunta 931,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 932: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 932,Opción B para pregunta 932,Opción C para pregunta 932,Opción D para pregunta 932,D,Comunicación escrita,Genérico,Genérica
"Pregunta 933: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 933,Opción B para pregunta 933,Opción C para pregunta 933,Opción D para pregunta 933,D,Inglés,Genérico,Genérica
"Pregunta 934: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 934,Opción B para pregunta 934,Opción C para pregunta 934,Opción D para pregunta 934,A,Lectura crítica,Ciencias sociales,Específica
"Pregunta 935: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 935,Opción B para pregunta 935,Opción C para pregunta 935,Opción D para pregunta 935,A,Lectura crítica,Administración,Específica
"Pregunta 936: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 936,Opción B para pregunta 936,Opción C para pregunta 936,Opción D para pregunta 936,D,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 937: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 937,Opción B para pregunta 937,Opción C para pregunta 937,Opción D para pregunta 937,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 938: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 938,Opción B para pregunta 938,Opción C para pregunta 938,Opción D para pregunta 938,B,Competencias ciudadanas,Educación,Específica
