id,enunciado,grupo_referencia,modulo,tipo_prueba,puntaje,creado_en
553,Esta es la pregunta 553 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.2,2025-08-13 16:54:01.299594
554,Esta es la pregunta 554 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.51,2025-08-13 16:54:01.299604
555,Esta es la pregunta 555 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.09,2025-08-13 16:54:01.299616
556,Esta es la pregunta 556 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.01,2025-08-13 16:54:01.299627
557,Esta es la pregunta 557 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.77,2025-08-13 16:54:01.299640
558,Esta es la pregunta 558 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.03,2025-08-13 16:54:01.299650
559,Esta es la pregunta 559 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,1.69,2025-08-13 16:54:01.299660
560,Esta es la pregunta 560 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.61,2025-08-13 16:54:01.299669
561,Esta es la pregunta 561 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.54,2025-08-13 16:54:01.299678
562,Esta es la pregunta 562 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,1.12,2025-08-13 16:54:01.299688
563,Esta es la pregunta 563 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.89,2025-08-13 16:54:01.299694
564,Esta es la pregunta 564 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.7,2025-08-13 16:54:01.299700
565,Esta es la pregunta 565 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.02,2025-08-13 16:54:01.299706
566,Esta es la pregunta 566 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,1.88,2025-08-13 16:54:01.299713
567,Esta es la pregunta 567 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.9,2025-08-13 16:54:01.299719
568,Esta es la pregunta 568 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,1.63,2025-08-13 16:54:01.299728
569,Esta es la pregunta 569 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.93,2025-08-13 16:54:01.299734
570,Esta es la pregunta 570 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,2.0,2025-08-13 16:54:01.299745
571,Esta es la pregunta 571 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.35,2025-08-13 16:54:01.299754
572,Esta es la pregunta 572 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.54,2025-08-13 16:54:01.299762
573,Esta es la pregunta 573 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.51,2025-08-13 16:54:01.299768
574,Esta es la pregunta 574 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.97,2025-08-13 16:54:01.299775
575,Esta es la pregunta 575 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.68,2025-08-13 16:54:01.299781
576,Esta es la pregunta 576 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.86,2025-08-13 16:54:01.299789
577,Esta es la pregunta 577 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.78,2025-08-13 16:54:01.299795
578,Esta es la pregunta 578 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.03,2025-08-13 16:54:01.299800
579,Esta es la pregunta 579 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.58,2025-08-13 16:54:01.299807
580,Esta es la pregunta 580 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.38,2025-08-13 16:54:01.299815
581,Esta es la pregunta 581 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,1.38,2025-08-13 16:54:01.299821
582,Esta es la pregunta 582 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.24,2025-08-13 16:54:01.299845
583,Esta es la pregunta 583 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.69,2025-08-13 16:54:01.299856
584,Esta es la pregunta 584 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.64,2025-08-13 16:54:01.299869
585,Esta es la pregunta 585 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.38,2025-08-13 16:54:01.299883
586,Esta es la pregunta 586 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.78,2025-08-13 16:54:01.299891
587,Esta es la pregunta 587 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.6,2025-08-13 16:54:01.299897
588,Esta es la pregunta 588 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.67,2025-08-13 16:54:01.299903
589,Esta es la pregunta 589 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.54,2025-08-13 16:54:01.299911
590,Esta es la pregunta 590 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.69,2025-08-13 16:54:01.299917
591,Esta es la pregunta 591 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.8,2025-08-13 16:54:01.299923
592,Esta es la pregunta 592 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.2,2025-08-13 16:54:01.299936
593,Esta es la pregunta 593 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.09,2025-08-13 16:54:01.299945
594,Esta es la pregunta 594 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.62,2025-08-13 16:54:01.299952
595,Esta es la pregunta 595 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,0.74,2025-08-13 16:54:01.299958
596,Esta es la pregunta 596 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.36,2025-08-13 16:54:01.299965
597,Esta es la pregunta 597 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.6,2025-08-13 16:54:01.299973
598,Esta es la pregunta 598 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.79,2025-08-13 16:54:01.299983
599,Esta es la pregunta 599 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,2.0,2025-08-13 16:54:01.299990
600,Esta es la pregunta 600 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.77,2025-08-13 16:54:01.299996
601,Esta es la pregunta 601 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.0,2025-08-13 16:54:01.300002
602,Esta es la pregunta 602 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.02,2025-08-13 16:54:01.300010
603,Esta es la pregunta 603 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.48,2025-08-13 16:54:01.300050
604,Esta es la pregunta 604 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.94,2025-08-13 16:54:01.300057
605,Esta es la pregunta 605 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.49,2025-08-13 16:54:01.300063
606,Esta es la pregunta 606 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,1.91,2025-08-13 16:54:01.300070
607,Esta es la pregunta 607 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.57,2025-08-13 16:54:01.300083
608,Esta es la pregunta 608 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.89,2025-08-13 16:54:01.300092
609,Esta es la pregunta 609 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.82,2025-08-13 16:54:01.300102
610,Esta es la pregunta 610 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.58,2025-08-13 16:54:01.300128
611,Esta es la pregunta 611 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.78,2025-08-13 16:54:01.300147
612,Esta es la pregunta 612 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.09,2025-08-13 16:54:01.300159
613,Esta es la pregunta 613 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.72,2025-08-13 16:54:01.300168
614,Esta es la pregunta 614 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.71,2025-08-13 16:54:01.300184
615,Esta es la pregunta 615 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.68,2025-08-13 16:54:01.300196
616,Esta es la pregunta 616 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.2,2025-08-13 16:54:01.300210
617,Esta es la pregunta 617 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.24,2025-08-13 16:54:01.300222
618,Esta es la pregunta 618 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.54,2025-08-13 16:54:01.300235
619,Esta es la pregunta 619 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.21,2025-08-13 16:54:01.300245
620,Esta es la pregunta 620 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.18,2025-08-13 16:54:01.300252
621,Esta es la pregunta 621 del módulo Razonamiento Cuantitativo para el grupo Educación.,Educación,Razonamiento Cuantitativo,especifica,1.7,2025-08-13 16:54:01.300258
622,Esta es la pregunta 622 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.89,2025-08-13 16:54:01.300265
623,Esta es la pregunta 623 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.63,2025-08-13 16:54:01.300271
624,Esta es la pregunta 624 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.61,2025-08-13 16:54:01.300277
625,Esta es la pregunta 625 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.82,2025-08-13 16:54:01.300287
626,Esta es la pregunta 626 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.27,2025-08-13 16:54:01.300293
627,Esta es la pregunta 627 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.98,2025-08-13 16:54:01.300299
628,Esta es la pregunta 628 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.65,2025-08-13 16:54:01.300305
629,Esta es la pregunta 629 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.36,2025-08-13 16:54:01.300311
630,Esta es la pregunta 630 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.77,2025-08-13 16:54:01.300317
631,Esta es la pregunta 631 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.75,2025-08-13 16:54:01.300323
632,Esta es la pregunta 632 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.79,2025-08-13 16:54:01.300329
633,Esta es la pregunta 633 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.05,2025-08-13 16:54:01.300335
634,Esta es la pregunta 634 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.5,2025-08-13 16:54:01.300343
635,Esta es la pregunta 635 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,0.9,2025-08-13 16:54:01.300351
636,Esta es la pregunta 636 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,0.89,2025-08-13 16:54:01.300360
637,Esta es la pregunta 637 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.86,2025-08-13 16:54:01.300366
638,Esta es la pregunta 638 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.34,2025-08-13 16:54:01.300372
639,Esta es la pregunta 639 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.01,2025-08-13 16:54:01.300380
640,Esta es la pregunta 640 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.4,2025-08-13 16:54:01.300388
641,Esta es la pregunta 641 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.97,2025-08-13 16:54:01.300395
642,Esta es la pregunta 642 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,0.66,2025-08-13 16:54:01.300402
643,Esta es la pregunta 643 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.72,2025-08-13 16:54:01.300412
644,Esta es la pregunta 644 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.93,2025-08-13 16:54:01.300418
645,Esta es la pregunta 645 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.98,2025-08-13 16:54:01.300424
646,Esta es la pregunta 646 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.98,2025-08-13 16:54:01.300432
647,Esta es la pregunta 647 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.84,2025-08-13 16:54:01.300438
648,Esta es la pregunta 648 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.62,2025-08-13 16:54:01.300445
649,Esta es la pregunta 649 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.06,2025-08-13 16:54:01.300450
650,Esta es la pregunta 650 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.17,2025-08-13 16:54:01.300456
651,Esta es la pregunta 651 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.56,2025-08-13 16:54:01.300468
652,Esta es la pregunta 652 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.08,2025-08-13 16:54:01.300474
653,Esta es la pregunta 653 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.82,2025-08-13 16:54:01.300486
654,Esta es la pregunta 654 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.04,2025-08-13 16:54:01.300492
655,Esta es la pregunta 655 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.13,2025-08-13 16:54:01.300498
656,Esta es la pregunta 656 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.4,2025-08-13 16:54:01.300504
657,Esta es la pregunta 657 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.88,2025-08-13 16:54:01.300512
658,Esta es la pregunta 658 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.87,2025-08-13 16:54:01.300518
659,Esta es la pregunta 659 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,1.8,2025-08-13 16:54:01.300524
660,Esta es la pregunta 660 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,1.78,2025-08-13 16:54:01.300531
661,Esta es la pregunta 661 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.97,2025-08-13 16:54:01.300545
662,Esta es la pregunta 662 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.07,2025-08-13 16:54:01.300554
663,Esta es la pregunta 663 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.61,2025-08-13 16:54:01.300563
664,Esta es la pregunta 664 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.93,2025-08-13 16:54:01.300570
665,Esta es la pregunta 665 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,0.51,2025-08-13 16:54:01.300576
666,Esta es la pregunta 666 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.54,2025-08-13 16:54:01.300582
667,Esta es la pregunta 667 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.85,2025-08-13 16:54:01.300592
668,Esta es la pregunta 668 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.9,2025-08-13 16:54:01.300598
669,Esta es la pregunta 669 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.41,2025-08-13 16:54:01.300604
670,Esta es la pregunta 670 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.95,2025-08-13 16:54:01.300612
671,Esta es la pregunta 671 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.18,2025-08-13 16:54:01.300621
672,Esta es la pregunta 672 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.98,2025-08-13 16:54:01.300627
673,Esta es la pregunta 673 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.67,2025-08-13 16:54:01.300634
674,Esta es la pregunta 674 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.9,2025-08-13 16:54:01.300640
675,Esta es la pregunta 675 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.63,2025-08-13 16:54:01.300646
676,Esta es la pregunta 676 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.21,2025-08-13 16:54:01.300652
677,Esta es la pregunta 677 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.4,2025-08-13 16:54:01.300663
678,Esta es la pregunta 678 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.26,2025-08-13 16:54:01.300671
679,Esta es la pregunta 679 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.14,2025-08-13 16:54:01.300679
680,Esta es la pregunta 680 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,1.3,2025-08-13 16:54:01.300692
681,Esta es la pregunta 681 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.35,2025-08-13 16:54:01.300697
682,Esta es la pregunta 682 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.6,2025-08-13 16:54:01.300707
683,Esta es la pregunta 683 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.39,2025-08-13 16:54:01.300713
684,Esta es la pregunta 684 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.08,2025-08-13 16:54:01.300719
685,Esta es la pregunta 685 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.78,2025-08-13 16:54:01.300725
686,Esta es la pregunta 686 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.4,2025-08-13 16:54:01.300731
687,Esta es la pregunta 687 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.84,2025-08-13 16:54:01.300739
688,Esta es la pregunta 688 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,0.62,2025-08-13 16:54:01.300747
689,Esta es la pregunta 689 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.69,2025-08-13 16:54:01.300756
690,Esta es la pregunta 690 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.8,2025-08-13 16:54:01.300762
691,Esta es la pregunta 691 del módulo Razonamiento Cuantitativo para el grupo Ingeniería.,Ingeniería,Razonamiento Cuantitativo,especifica,0.55,2025-08-13 16:54:01.300768
692,Esta es la pregunta 692 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.55,2025-08-13 16:54:01.300775
693,Esta es la pregunta 693 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.94,2025-08-13 16:54:01.300780
694,Esta es la pregunta 694 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,1.74,2025-08-13 16:54:01.300787
695,Esta es la pregunta 695 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,0.96,2025-08-13 16:54:01.300793
696,Esta es la pregunta 696 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.8,2025-08-13 16:54:01.300799
697,Esta es la pregunta 697 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,0.63,2025-08-13 16:54:01.300805
698,Esta es la pregunta 698 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.89,2025-08-13 16:54:01.300815
699,Esta es la pregunta 699 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,0.61,2025-08-13 16:54:01.300823
700,Esta es la pregunta 700 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.41,2025-08-13 16:54:01.300844
701,Esta es la pregunta 701 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.6,2025-08-13 16:54:01.300854
702,Esta es la pregunta 702 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.56,2025-08-13 16:54:01.300864
703,Esta es la pregunta 703 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.11,2025-08-13 16:54:01.300878
704,Esta es la pregunta 704 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.38,2025-08-13 16:54:01.300887
705,Esta es la pregunta 705 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.64,2025-08-13 16:54:01.300893
706,Esta es la pregunta 706 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,0.97,2025-08-13 16:54:01.300900
707,Esta es la pregunta 707 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.1,2025-08-13 16:54:01.300908
708,Esta es la pregunta 708 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.37,2025-08-13 16:54:01.300914
709,Esta es la pregunta 709 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.82,2025-08-13 16:54:01.300920
710,Esta es la pregunta 710 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.32,2025-08-13 16:54:01.300928
711,Esta es la pregunta 711 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.86,2025-08-13 16:54:01.300934
712,Esta es la pregunta 712 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.46,2025-08-13 16:54:01.300940
713,Esta es la pregunta 713 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.52,2025-08-13 16:54:01.300945
714,Esta es la pregunta 714 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.96,2025-08-13 16:54:01.300951
715,Esta es la pregunta 715 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,0.98,2025-08-13 16:54:01.300958
716,Esta es la pregunta 716 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.45,2025-08-13 16:54:01.300968
717,Esta es la pregunta 717 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.89,2025-08-13 16:54:01.300974
718,Esta es la pregunta 718 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.4,2025-08-13 16:54:01.300980
719,Esta es la pregunta 719 del módulo Comunicación Escrita para el grupo Tecnología.,Tecnología,Comunicación Escrita,especifica,0.55,2025-08-13 16:54:01.300986
720,Esta es la pregunta 720 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,0.56,2025-08-13 16:54:01.300994
721,Esta es la pregunta 721 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.29,2025-08-13 16:54:01.301003
722,Esta es la pregunta 722 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.82,2025-08-13 16:54:01.301009
723,Esta es la pregunta 723 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.03,2025-08-13 16:54:01.301015
724,Esta es la pregunta 724 del módulo Competencias Ciudadanas para el grupo Administración.,Administración,Competencias Ciudadanas,especifica,1.96,2025-08-13 16:54:01.301021
725,Esta es la pregunta 725 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.12,2025-08-13 16:54:01.301037
726,Esta es la pregunta 726 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.03,2025-08-13 16:54:01.301043
727,Esta es la pregunta 727 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.8,2025-08-13 16:54:01.301049
728,Esta es la pregunta 728 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.75,2025-08-13 16:54:01.301055
729,Esta es la pregunta 729 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,1.54,2025-08-13 16:54:01.301062
730,Esta es la pregunta 730 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.99,2025-08-13 16:54:01.301068
731,Esta es la pregunta 731 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.71,2025-08-13 16:54:01.301076
732,Esta es la pregunta 732 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,1.17,2025-08-13 16:54:01.301082
733,Esta es la pregunta 733 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.52,2025-08-13 16:54:01.301089
734,Esta es la pregunta 734 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.23,2025-08-13 16:54:01.301097
735,Esta es la pregunta 735 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,1.53,2025-08-13 16:54:01.301103
736,Esta es la pregunta 736 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.72,2025-08-13 16:54:01.301109
