componente,modulo,grupo_ref,tipo_prueba,enunciado,op_a,op_b,op_c,op_d,correcta
Comunicación Escrita,Bases de Datos,Ingeniería,especifica,"Complete el conector adecuado en contexto de Bases de Datos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Currículo,Educación,especifica,"Complete el conector adecuado en contexto de Currículo (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Educación,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Estructura de Textos,Salud,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Adecuación y Cohesión,Tecnología,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Administración Financiera,Administración,especifica,Complete el conector adecuado en contexto de Administración Financiera (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Recursos Humanos,Administración,especifica,"Complete el conector adecuado en contexto de Recursos Humanos (Administración): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Teoría del Derecho,Derecho,especifica,"Complete el conector adecuado en contexto de Teoría del Derecho (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Didáctica,Educación,especifica,"Complete el conector adecuado en contexto de Didáctica (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Marketing,Administración,especifica,Complete el conector adecuado en contexto de Marketing (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Tecnología,generica,Complete el conector adecuado en contexto de Estructura de Textos (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Farmacología,Salud,especifica,"Complete el conector adecuado en contexto de Farmacología (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Sistemas Operativos,Tecnología,especifica,Complete el conector adecuado en contexto de Sistemas Operativos (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Educación,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Educación): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Fisiología,Salud,especifica,"Complete el conector adecuado en contexto de Fisiología (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Psicopedagogía,Educación,especifica,"Complete el conector adecuado en contexto de Psicopedagogía (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Currículo,Educación,especifica,Complete el conector adecuado en contexto de Currículo (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Educación,generica,Complete el conector adecuado en contexto de Estructura de Textos (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Derecho Laboral,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Laboral (Derecho): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Salud,generica,Complete el conector adecuado en contexto de Estructura de Textos (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Uso de Conectores,Administración,generica,Complete el conector adecuado en contexto de Uso de Conectores (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Didáctica,Educación,especifica,Complete el conector adecuado en contexto de Didáctica (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Derecho,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Derecho): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Salud,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Ingeniería,generica,Complete el conector adecuado en contexto de Uso de Conectores (Ingeniería): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Tecnología,generica,Complete el conector adecuado en contexto de Estructura de Textos (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Derecho Penal,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Penal (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Educación,generica,Complete el conector adecuado en contexto de Uso de Conectores (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Seguridad Informática,Tecnología,especifica,Complete el conector adecuado en contexto de Seguridad Informática (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Derecho,generica,Complete el conector adecuado en contexto de Estructura de Textos (Derecho): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Epidemiología,Salud,especifica,"Complete el conector adecuado en contexto de Epidemiología (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Bases de Datos,Ingeniería,especifica,"Complete el conector adecuado en contexto de Bases de Datos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Sistemas Operativos,Tecnología,especifica,Complete el conector adecuado en contexto de Sistemas Operativos (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Epidemiología,Salud,especifica,"Complete el conector adecuado en contexto de Epidemiología (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Administración,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Adecuación y Cohesión,Salud,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Derecho,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Derecho): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Derecho Constitucional,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Constitucional (Derecho): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Redes y Telecomunicaciones,Ingeniería,especifica,Complete el conector adecuado en contexto de Redes y Telecomunicaciones (Ingeniería): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Administración,generica,Complete el conector adecuado en contexto de Estructura de Textos (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Administración,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Derecho Constitucional,Derecho,especifica,Complete el conector adecuado en contexto de Derecho Constitucional (Derecho): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Fisiología,Salud,especifica,"Complete el conector adecuado en contexto de Fisiología (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Salud Pública,Salud,especifica,"Complete el conector adecuado en contexto de Salud Pública (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Derecho Penal,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Penal (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Estructura de Textos,Salud,generica,Complete el conector adecuado en contexto de Estructura de Textos (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Administración,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Administración): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Derecho,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Derecho): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Tecnología,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Tecnología): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Administración,generica,Complete el conector adecuado en contexto de Estructura de Textos (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Uso de Conectores,Educación,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Derecho,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Derecho,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Derecho): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Administración,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Didáctica,Educación,especifica,"Complete el conector adecuado en contexto de Didáctica (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Ingeniería,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Ingeniería): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Tecnología Educativa,Educación,especifica,Complete el conector adecuado en contexto de Tecnología Educativa (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Ingeniería,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Ingeniería): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Epidemiología,Salud,especifica,"Complete el conector adecuado en contexto de Epidemiología (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Tecnología,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Tecnología): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Estructura de Textos,Derecho,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Administración,generica,Complete el conector adecuado en contexto de Uso de Conectores (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Administración,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Derecho,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Salud,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Educación,generica,Complete el conector adecuado en contexto de Uso de Conectores (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Uso de Conectores,Salud,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Derecho Civil,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Civil (Derecho): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Didáctica,Educación,especifica,"Complete el conector adecuado en contexto de Didáctica (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Evaluación Educativa,Educación,especifica,Complete el conector adecuado en contexto de Evaluación Educativa (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Salud,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Redes y Telecomunicaciones,Ingeniería,especifica,"Complete el conector adecuado en contexto de Redes y Telecomunicaciones (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Educación,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Administración,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Salud Pública,Salud,especifica,Complete el conector adecuado en contexto de Salud Pública (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Farmacología,Salud,especifica,"Complete el conector adecuado en contexto de Farmacología (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Redes y Telecomunicaciones,Ingeniería,especifica,Complete el conector adecuado en contexto de Redes y Telecomunicaciones (Ingeniería): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Administración Financiera,Administración,especifica,"Complete el conector adecuado en contexto de Administración Financiera (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Evaluación Educativa,Educación,especifica,"Complete el conector adecuado en contexto de Evaluación Educativa (Educación): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Salud,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Derecho,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Sistemas Embebidos,Ingeniería,especifica,"Complete el conector adecuado en contexto de Sistemas Embebidos (Ingeniería): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Salud,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Fisiología,Salud,especifica,"Complete el conector adecuado en contexto de Fisiología (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Recursos Humanos,Administración,especifica,Complete el conector adecuado en contexto de Recursos Humanos (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Seguridad Informática,Tecnología,especifica,Complete el conector adecuado en contexto de Seguridad Informática (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Derecho Constitucional,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Constitucional (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Derecho Laboral,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Laboral (Derecho): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Estructura de Textos,Salud,generica,Complete el conector adecuado en contexto de Estructura de Textos (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Logística,Administración,especifica,Complete el conector adecuado en contexto de Logística (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Administración Financiera,Administración,especifica,Complete el conector adecuado en contexto de Administración Financiera (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Estructura de Textos,Tecnología,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Tecnología): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Fisiología,Salud,especifica,Complete el conector adecuado en contexto de Fisiología (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Farmacología,Salud,especifica,"Complete el conector adecuado en contexto de Farmacología (Salud): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Epidemiología,Salud,especifica,"Complete el conector adecuado en contexto de Epidemiología (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Evaluación Educativa,Educación,especifica,"Complete el conector adecuado en contexto de Evaluación Educativa (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Logística,Administración,especifica,"Complete el conector adecuado en contexto de Logística (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Derecho Civil,Derecho,especifica,Complete el conector adecuado en contexto de Derecho Civil (Derecho): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Derecho,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Didáctica,Educación,especifica,"Complete el conector adecuado en contexto de Didáctica (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Epidemiología,Salud,especifica,Complete el conector adecuado en contexto de Epidemiología (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Salud Pública,Salud,especifica,"Complete el conector adecuado en contexto de Salud Pública (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Derecho Constitucional,Derecho,especifica,"Complete el conector adecuado en contexto de Derecho Constitucional (Derecho): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Psicopedagogía,Educación,especifica,"Complete el conector adecuado en contexto de Psicopedagogía (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Bioética,Salud,especifica,"Complete el conector adecuado en contexto de Bioética (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Tecnología,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Tecnología): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Adecuación y Cohesión,Ingeniería,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Ingeniería): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Uso de Conectores,Administración,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Administración): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Derecho,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Derecho): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Seguridad Informática,Tecnología,especifica,Complete el conector adecuado en contexto de Seguridad Informática (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Ciencia de Datos,Tecnología,especifica,Complete el conector adecuado en contexto de Ciencia de Datos (Tecnología): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Bioética,Salud,especifica,Complete el conector adecuado en contexto de Bioética (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
